CASE;QUESTNNR;MODE;STARTED;GR01_01;GR01_02;GR01_03;GR01_04;GR01_05;GR01_06;GR01_07;IN03;IV01_01;IV04_01;IV04_02;IV03_01;SC04_01;SC04_02;SC05_01;SC05_02;SC06_01;SC06_02;SC07_01;SC07_02;SC08_01;SC08_02;SC09_01;SC09_02;SC10_01;SC10_02;SC11_01;SC11_02;SC12_01;SC12_02;SC13_01;SC13_02;TIME001;TIME002;TIME003;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;Age;Sex
497;long;interview;09.12.2023 16:08;3;2;3;2;2;3;4;1;greedfirst;sc1sc2sc4sc3random2;SC09SC05SC06SC12;Small;NA;NA;6;4;2;2;NA;NA;NA;NA;5;3;NA;NA;5;3;4;3;NA;NA;13;5;50;68;39;29;28;44;NA;21;297;NA;09.12.2023 16:13;1;0;11;11;0;0;0,68;62;Female
31;long;interview;09.12.2023 14:40;2;2;3;2;2;1;1;1;greedfirst;sc2sc4sc1sc3random2;SC09SC05SC12SC06;Small;NA;NA;9;7;5;3;NA;NA;NA;NA;11;8;NA;NA;1;4;1;1;NA;NA;8;6;57;47;30;55;30;33;NA;6;272;NA;09.12.2023 14:44;1;0;11;11;0;0;0,82;32;Male
609;long;interview;09.12.2023 16:19;1;1;1;1;1;1;1;1;greedlast;sc2sc1sc3sc4random2;SC13SC09SC04SC06;Large;9;9;NA;NA;4;5;NA;NA;NA;NA;6;8;2;4;NA;NA;NA;NA;1;2;4;3;NA;18;16;22;13;14;22;2;114;NA;09.12.2023 16:21;1;0;11;11;0;0;1,77;49;Female
1131;short;interview;11.12.2023 17:22;4;2;3;3;2;3;4;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;9;NA;NA;NA;NA;4;5;46;57;NA;5;NA;NA;NA;NA;117;NA;11.12.2023 17:24;1;0;7;7;0;0;1,01;36;Male
946;short;interview;11.12.2023 17:00;3;3;4;3;4;4;4;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;NA;NA;NA;NA;5;28;84;70;NA;18;NA;NA;NA;NA;205;NA;11.12.2023 17:03;1;0;7;7;0;0;0,53;47;Female
1088;short;interview;11.12.2023 17:18;4;3;3;2;2;3;3;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;NA;7;4;23;18;NA;5;NA;NA;NA;NA;57;NA;11.12.2023 17:19;1;0;7;7;0;0;1,25;34;Male
365;long;interview;09.12.2023 15:52;2;2;3;1;3;3;3;1;greedfirst;sc4sc2sc3sc1random2;SC13SC09SC06SC04;Small;4;5;NA;NA;4;4;NA;NA;NA;NA;6;6;NA;NA;5;6;NA;NA;4;5;5;2;23;32;60;36;30;26;NA;9;223;NA;09.12.2023 15:56;1;0;11;11;0;0;1,18;26;Male
376;long;interview;09.12.2023 15:53;3;3;4;2;3;2;1;1;greedlast;sc3sc4sc2sc1random2;SC13SC07SC08SC04;Small;8;4;NA;NA;NA;NA;8;6;4;2;NA;NA;NA;NA;8;5;NA;NA;9;8;5;3;NA;47;12;21;13;16;14;12;143;NA;09.12.2023 15:55;1;0;11;11;0;0;1,47;27;Female
863;short;interview;11.12.2023 16:50;2;2;4;2;2;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;NA;NA;9;11;NA;56;33;6;NA;NA;NA;NA;115;NA;11.12.2023 16:52;1;0;7;7;0;0;0,7;70;Female
191;long;interview;09.12.2023 15:21;5;5;5;5;4;5;5;1;greedlast;sc1sc3sc2sc4random2;SC09SC05SC12SC06;Large;NA;NA;7;5;8;1;NA;NA;NA;NA;8;7;3;4;NA;NA;5;2;NA;NA;7;3;NA;21;19;21;16;13;13;11;124;NA;09.12.2023 15:23;1;0;11;11;0;0;1,46;26;Male
862;short;interview;11.12.2023 16:50;3;1;3;4;3;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;10;NA;NA;NA;NA;9;13;47;33;NA;9;NA;NA;NA;NA;111;NA;11.12.2023 16:51;1;0;7;7;0;0;0,66;48;Female
361;long;interview;09.12.2023 15:52;3;2;4;4;2;2;2;1;greedfirst;sc4sc1sc3sc2random2;SC09SC05SC06SC12;Small;NA;NA;7;6;4;4;NA;NA;NA;NA;6;6;NA;NA;4;5;5;4;NA;NA;69;3;26;23;14;20;13;22;NA;17;146;NA;09.12.2023 15:55;1;0;11;11;0;0;1,21;48;Male
1249;short;interview;11.12.2023 17:33;4;2;1;2;3;2;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;5;NA;NA;NA;NA;7;4;26;32;NA;2;NA;NA;NA;NA;71;NA;11.12.2023 17:34;1;0;7;7;0;0;1,45;41;Male
967;short;interview;11.12.2023 17:03;3;1;3;2;2;1;3;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA;5;3;NA;22;17;3;NA;NA;NA;NA;50;NA;11.12.2023 17:04;1;0;7;7;0;0;1,57;35;Male
690;short;interview;11.12.2023 15:52;4;2;2;2;2;3;3;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;NA;NA;NA;NA;24;6;NA;8;58;1;NA;NA;NA;NA;97;NA;11.12.2023 15:53;1;0;7;7;0;0;1,51;32;Female
798;short;interview;11.12.2023 16:39;4;2;2;3;1;1;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;9;13;NA;22;25;3;NA;NA;NA;NA;72;NA;11.12.2023 16:40;1;0;7;7;0;0;1,1;34;Male
1196;short;interview;11.12.2023 17:26;3;3;4;2;3;2;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;8;NA;NA;NA;NA;3;8;NA;34;31;3;NA;NA;NA;NA;79;NA;11.12.2023 17:27;1;0;7;7;0;0;1,32;27;Male
229;long;interview;09.12.2023 15:32;2;2;4;2;2;2;2;1;greedfirst;sc4sc3sc1sc2random2;SC09SC13SC04SC06;Large;4;6;NA;NA;7;7;NA;NA;NA;NA;7;6;4;3;NA;NA;NA;NA;6;7;8;8;39;29;44;31;29;41;NA;11;240;NA;09.12.2023 15:36;1;0;11;11;0;0;0,79;75;Female
536;long;interview;09.12.2023 16:12;2;3;1;4;3;2;1;1;greedlast;sc1sc3sc4sc2random2;SC09SC13SC04SC06;Large;6;9;NA;NA;3;4;NA;NA;NA;NA;9;10;4;6;NA;NA;NA;NA;8;8;29;11;NA;39;45;42;30;56;108;71;369;NA;09.12.2023 16:19;1;0;11;11;0;0;0,48;71;Male
195;long;interview;09.12.2023 15:24;2;1;2;2;1;1;1;1;greedfirst;sc2sc3sc4sc1random2;SC13SC09SC06SC04;Small;4;9;NA;NA;2;2;NA;NA;NA;NA;2;7;NA;NA;7;8;NA;NA;8;4;7;7;21;33;23;29;31;22;NA;14;187;NA;09.12.2023 15:27;1;0;11;11;0;0;0,96;55;Female
419;long;interview;09.12.2023 15:59;4;3;4;5;3;3;1;1;greedfirst;sc1sc4sc3sc2random2;SC07SC05SC12SC08;Large;NA;NA;11;11;NA;NA;9;11;6;6;NA;NA;6;6;NA;NA;11;11;NA;NA;135;74;34;38;20;20;20;40;NA;15;201;NA;09.12.2023 16:05;1;0;11;11;0;0;0,73;36;Female
906;short;interview;11.12.2023 16:54;4;4;2;2;2;2;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;NA;NA;NA;NA;4;4;27;42;NA;5;NA;NA;NA;NA;82;NA;11.12.2023 16:55;1;0;7;7;0;0;1,19;24;Female
615;long;interview;09.12.2023 16:20;4;4;1;4;3;2;2;1;greedlast;sc1sc3sc2sc4random2;SC05SC13SC08SC06;Small;NA;NA;5;6;2;3;NA;NA;3;4;NA;NA;NA;NA;7;8;NA;NA;10;9;3;3;NA;37;23;8;17;27;23;21;162;NA;09.12.2023 16:22;1;0;11;11;0;0;1,48;23;Female
954;short;interview;11.12.2023 17:01;3;2;4;2;2;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;5;3;NA;13;48;4;NA;NA;NA;NA;73;NA;11.12.2023 17:02;1;0;7;7;0;0;1,45;36;Female
529;long;interview;09.12.2023 16:12;4;2;4;4;4;2;1;1;greedlast;sc4sc1sc2sc3random2;SC07SC09SC12SC04;Small;2;2;NA;NA;NA;NA;6;5;NA;NA;1;2;NA;NA;3;3;9;9;NA;NA;4;4;NA;22;26;18;31;15;21;21;162;NA;09.12.2023 16:14;1;0;11;11;0;0;1,24;71;Female
392;long;interview;09.12.2023 15:55;1;1;1;1;1;1;2;1;greedfirst;sc3sc2sc4sc1random2;SC07SC05SC08SC12;Large;NA;NA;7;8;NA;NA;1;4;6;8;NA;NA;7;10;NA;NA;9;6;NA;NA;8;6;41;46;6;37;14;7;NA;4;169;NA;09.12.2023 15:58;1;0;11;11;0;0;1,55;43;Female
300;long;interview;09.12.2023 15:44;2;4;3;2;2;2;3;1;greedlast;sc1sc2sc3sc4random2;SC09SC07SC12SC04;Small;8;6;NA;NA;NA;NA;6;4;NA;NA;6;6;NA;NA;7;6;7;6;NA;NA;5;3;NA;37;22;29;21;18;39;3;177;NA;09.12.2023 15:47;1;0;11;11;0;0;1,38;32;Female
1023;short;interview;11.12.2023 17:11;2;1;1;2;2;1;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;8;NA;NA;NA;NA;3;3;NA;43;37;5;NA;NA;NA;NA;91;NA;11.12.2023 17:12;1;0;7;7;0;0;1,31;24;Female
1099;short;interview;11.12.2023 17:19;4;4;2;3;4;3;3;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;NA;NA;NA;NA;2;4;NA;11;10;2;NA;NA;NA;NA;29;NA;11.12.2023 17:20;1;0;7;7;0;0;2,48;21;Prefer not to say
359;long;interview;09.12.2023 15:51;3;2;3;1;1;1;2;1;greedfirst;sc3sc2sc1sc4random2;SC09SC13SC06SC04;Small;5;4;NA;NA;3;2;NA;NA;NA;NA;6;6;NA;NA;4;5;NA;NA;8;6;14;6;37;37;31;42;27;26;NA;8;228;NA;09.12.2023 15:55;1;0;11;11;0;0;0,82;51;Female
1048;short;interview;11.12.2023 17:15;4;4;2;4;2;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;NA;NA;NA;NA;NA;NA;6;3;NA;47;26;3;NA;NA;NA;NA;85;NA;11.12.2023 17:16;1;0;7;7;0;0;1,29;21;Female
722;short;interview;11.12.2023 16:12;2;1;1;1;1;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;NA;NA;NA;NA;NA;NA;3;4;NA;43;25;9;NA;NA;NA;NA;84;NA;11.12.2023 16:13;1;0;7;7;0;0;1,19;37;Female
767;short;interview;11.12.2023 16:29;4;3;4;4;3;3;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;NA;NA;NA;NA;9;4;NA;34;27;4;NA;NA;NA;NA;78;NA;11.12.2023 16:30;1;0;7;7;0;0;1,06;32;Female
841;short;interview;11.12.2023 16:46;4;4;4;4;4;4;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;8;NA;NA;NA;NA;3;5;NA;28;37;5;NA;NA;NA;NA;78;NA;11.12.2023 16:48;1;0;7;7;0;0;1,25;24;Female
988;short;interview;11.12.2023 17:07;3;3;3;3;3;3;3;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;NA;NA;NA;NA;NA;NA;4;2;NA;10;5;3;NA;NA;NA;NA;24;NA;11.12.2023 17:07;1;0;7;7;0;0;2,41;27;Female
479;long;interview;09.12.2023 16:07;4;2;1;3;1;2;1;1;greedlast;sc2sc4sc1sc3random2;SC13SC07SC04SC08;Small;3;10;NA;NA;NA;NA;9;8;3;4;NA;NA;NA;NA;10;10;NA;NA;10;10;6;8;NA;47;21;18;18;20;22;13;173;NA;09.12.2023 16:10;1;0;11;11;0;0;1,06;27;Female
201;long;interview;09.12.2023 15:25;2;2;4;2;2;1;2;1;greedfirst;sc2sc4sc3sc1random2;SC13SC07SC08SC04;Large;8;9;NA;NA;NA;NA;10;8;8;8;NA;NA;4;6;NA;NA;NA;NA;7;8;5;9;44;36;20;22;17;25;NA;9;187;NA;09.12.2023 15:28;1;0;11;11;0;0;1,04;28;Male
908;short;interview;11.12.2023 16:54;5;5;5;5;5;5;5;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;NA;NA;NA;NA;10;3;NA;25;8;2;NA;NA;NA;NA;48;NA;11.12.2023 16:55;1;0;7;7;0;0;1,9;35;Female
672;long;interview;09.12.2023 16:24;2;1;1;3;1;3;2;1;greedfirst;sc3sc2sc4sc1random2;SC07SC09SC04SC12;Small;5;6;NA;NA;NA;NA;7;8;NA;NA;6;7;NA;NA;6;7;6;8;NA;NA;8;4;67;213;52;46;81;33;NA;7;330;NA;09.12.2023 16:33;1;0;11;11;0;0;0,7;45;Male
56;long;interview;09.12.2023 15:02;4;4;1;2;3;1;1;1;greedfirst;sc3sc1sc2sc4random2;SC07SC09SC04SC12;Large;7;10;NA;NA;NA;NA;11;8;NA;NA;10;9;4;3;NA;NA;9;3;NA;NA;6;8;23;31;26;24;19;19;NA;5;161;NA;09.12.2023 15:05;1;0;11;11;0;0;1,17;21;Female
1044;short;interview;11.12.2023 17:14;3;2;2;3;2;2;3;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;NA;NA;NA;NA;NA;NA;6;8;24;24;NA;12;NA;NA;NA;NA;74;NA;11.12.2023 17:15;1;0;7;7;0;0;0,93;63;Female
224;long;interview;09.12.2023 15:31;4;4;4;4;4;4;4;1;greedfirst;sc4sc1sc2sc3random2;SC09SC05SC12SC06;Small;NA;NA;6;9;8;9;NA;NA;NA;NA;8;9;NA;NA;7;9;7;9;NA;NA;5;6;9;5;4;4;4;4;NA;5;46;NA;09.12.2023 15:32;1;0;11;11;0;0;2,49;22;Male
1173;short;interview;11.12.2023 17:24;4;1;5;4;4;4;4;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;10;NA;NA;NA;NA;11;15;28;36;NA;19;NA;NA;NA;NA;109;NA;11.12.2023 17:26;1;0;7;7;0;0;0,62;64;Female
708;short;interview;11.12.2023 16:03;4;2;5;2;1;1;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;3;NA;NA;NA;NA;NA;NA;7;11;55;38;NA;21;NA;NA;NA;NA;132;NA;11.12.2023 16:06;1;0;7;7;0;0;0,6;38;Female
968;short;interview;11.12.2023 17:04;5;3;5;4;4;4;3;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;6;NA;NA;NA;NA;NA;NA;9;4;27;23;NA;24;NA;NA;NA;NA;87;NA;11.12.2023 17:05;1;0;7;7;0;0;0,91;36;Female
1078;short;interview;11.12.2023 17:18;2;1;4;1;1;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;7;6;NA;23;24;7;NA;NA;NA;NA;67;NA;11.12.2023 17:19;1;0;7;7;0;0;1;66;Female
1079;short;interview;11.12.2023 17:18;1;1;2;2;1;1;4;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;NA;NA;NA;NA;NA;NA;6;5;56;25;NA;6;NA;NA;NA;NA;98;NA;11.12.2023 17:19;1;0;7;7;0;0;0,96;44;Male
833;short;interview;11.12.2023 16:45;2;1;2;1;1;2;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;7;NA;NA;NA;NA;6;4;NA;22;24;2;NA;NA;NA;NA;58;NA;11.12.2023 16:46;1;0;7;7;0;0;1,55;34;Female
518;long;interview;09.12.2023 16:10;3;3;5;4;4;4;3;1;greedlast;sc1sc2sc4sc3random2;SC05SC09SC12SC06;Large;NA;NA;1;3;3;5;NA;NA;NA;NA;5;3;1;4;NA;NA;1;1;NA;NA;8;4;NA;19;43;11;10;8;16;3;122;NA;09.12.2023 16:12;1;0;11;11;0;0;1,86;31;Male
844;short;interview;11.12.2023 16:47;3;2;4;1;1;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;9;3;NA;33;23;2;NA;NA;NA;NA;70;NA;11.12.2023 16:48;1;0;7;7;0;0;1,48;37;Female
373;long;interview;09.12.2023 15:53;3;2;3;4;3;3;2;1;greedfirst;sc4sc2sc1sc3random2;SC09SC05SC06SC12;Small;NA;NA;5;7;2;3;NA;NA;NA;NA;6;8;NA;NA;1;4;2;4;NA;NA;3;2;15;11;8;12;6;12;NA;2;71;NA;09.12.2023 15:54;1;0;11;11;0;0;2,6;32;Male
541;long;interview;09.12.2023 16:13;2;2;4;2;2;2;2;1;greedfirst;sc4sc1sc2sc3random2;SC13SC05SC06SC08;Small;NA;NA;8;6;6;4;NA;NA;7;4;NA;NA;NA;NA;8;5;NA;NA;9;8;3;5;46;44;32;15;37;23;NA;6;211;NA;09.12.2023 16:16;1;0;11;11;0;0;1,19;70;Male
923;short;interview;11.12.2023 16:56;4;2;3;2;2;2;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;NA;NA;NA;NA;10;7;35;29;NA;10;NA;NA;NA;NA;91;NA;11.12.2023 16:57;1;0;7;7;0;0;0,76;44;Male
1149;short;interview;11.12.2023 17:23;3;1;5;4;2;3;5;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;NA;NA;NA;NA;20;7;NA;34;36;5;NA;NA;NA;NA;102;NA;11.12.2023 17:25;1;0;7;7;0;0;0,76;30;Male
942;short;interview;11.12.2023 16:59;3;2;2;2;2;2;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;6;5;30;22;NA;3;NA;NA;NA;NA;66;NA;11.12.2023 17:00;1;0;7;7;0;0;1,28;24;Female
38;long;interview;09.12.2023 14:48;4;4;2;4;4;3;2;1;greedfirst;sc1sc4sc3sc2random2;SC13SC07SC04SC08;Small;3;3;NA;NA;NA;NA;9;6;2;1;NA;NA;NA;NA;2;1;NA;NA;9;6;5;3;22;21;22;29;17;56;NA;13;188;NA;09.12.2023 14:51;1;0;11;11;0;0;1,2;29;Female
436;long;interview;09.12.2023 16:01;1;1;3;1;1;1;1;1;greedfirst;sc3sc4sc1sc2random2;SC07SC05SC12SC08;Large;NA;NA;7;7;NA;NA;5;6;4;5;NA;NA;1;4;NA;NA;6;6;NA;NA;3;4;25;156;19;21;36;16;NA;13;293;NA;09.12.2023 16:06;1;0;11;11;0;0;1,19;54;Female
1203;short;interview;11.12.2023 17:26;4;4;3;4;1;4;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;8;NA;NA;NA;NA;8;6;NA;24;33;2;NA;NA;NA;NA;73;NA;11.12.2023 17:28;1;0;7;7;0;0;1,33;37;Male
1248;short;interview;11.12.2023 17:31;5;3;4;2;5;4;5;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;11;NA;NA;NA;NA;NA;NA;3;19;NA;21;9;2;NA;NA;NA;NA;54;NA;11.12.2023 17:32;1;0;7;7;0;0;1,96;37;Male
507;long;interview;09.12.2023 16:09;1;1;3;1;1;1;3;1;greedlast;sc3sc1sc2sc4random2;SC09SC13SC04SC06;Small;6;8;NA;NA;6;8;NA;NA;NA;NA;6;8;NA;NA;8;10;NA;NA;9;7;17;5;NA;6;9;189;7;8;19;3;98;NA;09.12.2023 16:14;1;0;11;11;0;0;1,96;45;Female
752;short;interview;11.12.2023 16:25;2;2;2;2;2;2;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;NA;NA;NA;NA;4;6;NA;41;17;10;NA;NA;NA;NA;78;NA;11.12.2023 16:26;1;0;7;7;0;0;1,08;29;Female
661;long;interview;09.12.2023 16:22;4;4;4;4;4;4;1;1;greedlast;sc3sc4sc2sc1random2;SC05SC13SC06SC08;Small;NA;NA;11;11;11;8;NA;NA;11;11;NA;NA;NA;NA;11;10;NA;NA;11;11;3;5;NA;10;11;9;13;8;22;11;92;NA;09.12.2023 16:24;1;0;11;11;0;0;2,03;41;Female
275;long;interview;09.12.2023 15:39;3;1;2;1;1;1;1;1;greedlast;sc3sc1sc4sc2random2;SC05SC09SC12SC06;Large;NA;NA;7;7;4;4;NA;NA;NA;NA;7;7;6;5;NA;NA;4;5;NA;NA;40;68;NA;266;121;29;130;66;19;9;452;NA;09.12.2023 15:52;1;0;11;11;0;0;0,49;57;Male
203;long;interview;09.12.2023 15:26;4;2;2;2;5;2;1;1;greedlast;sc1sc4sc2sc3random2;SC13SC05SC08SC06;Small;NA;NA;9;7;1;2;NA;NA;1;2;NA;NA;NA;NA;3;5;NA;NA;1;8;4;3;NA;26;17;19;15;14;20;3;121;NA;09.12.2023 15:28;1;0;11;11;0;0;1,71;24;Female
884;short;interview;11.12.2023 16:52;2;1;4;2;1;3;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;20;9;47;30;NA;6;NA;NA;NA;NA;112;NA;11.12.2023 16:54;1;0;7;7;0;0;0,69;73;Female
982;short;interview;11.12.2023 17:06;4;4;5;2;2;3;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;8;NA;NA;NA;NA;NA;NA;14;8;NA;33;43;38;NA;NA;NA;NA;136;NA;11.12.2023 17:08;1;0;7;7;0;0;0,55;71;Female
550;long;interview;09.12.2023 16:14;1;1;1;1;1;1;1;1;greedfirst;sc3sc4sc1sc2random2;SC05SC09SC12SC06;Large;NA;NA;7;8;1;1;NA;NA;NA;NA;6;8;3;5;NA;NA;1;1;NA;NA;14;7;22;34;31;14;35;33;NA;13;203;NA;09.12.2023 16:17;1;0;11;11;0;0;0,92;50;Female
828;short;interview;11.12.2023 16:44;3;1;3;2;1;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;8;NA;NA;NA;NA;NA;NA;12;34;31;67;NA;29;NA;NA;NA;NA;144;NA;11.12.2023 16:47;1;0;7;7;0;0;0,46;58;Female
40;long;interview;09.12.2023 14:48;2;1;1;1;1;1;1;1;greedfirst;sc4sc2sc3sc1random2;SC07SC05SC08SC12;Large;NA;NA;8;9;NA;NA;11;10;2;3;NA;NA;1;1;NA;NA;1;1;NA;NA;40;36;38;43;22;23;24;33;NA;21;250;NA;09.12.2023 14:53;1;0;11;11;0;0;0,67;72;Female
404;long;interview;09.12.2023 15:57;2;2;4;1;1;2;1;1;greedfirst;sc4sc3sc2sc1random2;SC09SC13SC04SC06;Large;4;2;NA;NA;3;2;NA;NA;NA;NA;6;5;1;5;NA;NA;NA;NA;1;1;3;4;20;27;24;26;27;17;NA;12;160;NA;09.12.2023 16:00;1;0;11;11;0;0;1,3;36;Male
399;long;interview;09.12.2023 15:57;3;2;2;4;2;2;1;1;greedfirst;sc1sc2sc3sc4random2;SC05SC13SC08SC06;Small;NA;NA;7;6;6;5;NA;NA;1;4;NA;NA;NA;NA;1;7;NA;NA;7;2;5;4;48;38;16;28;19;25;NA;2;185;NA;09.12.2023 16:00;1;0;11;11;0;0;1,33;21;Female
821;short;interview;11.12.2023 16:43;4;3;4;2;3;4;4;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;7;NA;NA;NA;NA;17;15;NA;23;8;2;NA;NA;NA;NA;65;NA;11.12.2023 16:44;1;0;7;7;0;0;1,59;31;Male
574;long;interview;09.12.2023 16:16;2;1;3;3;1;3;5;1;greedlast;sc2sc3sc4sc1random2;SC13SC07SC08SC04;Small;1;8;NA;NA;NA;NA;10;9;3;6;NA;NA;NA;NA;6;7;NA;NA;3;6;13;18;NA;29;23;30;44;32;42;4;235;NA;09.12.2023 16:20;1;0;11;11;0;0;0,89;33;Female
358;long;interview;09.12.2023 15:51;2;2;2;2;2;2;2;1;greedfirst;sc3sc2sc4sc1random2;SC13SC05SC08SC06;Large;NA;NA;9;10;2;1;NA;NA;3;4;NA;NA;3;4;NA;NA;NA;NA;7;2;9;10;22;27;21;38;27;37;NA;6;197;NA;09.12.2023 15:55;1;0;11;11;0;0;0,97;41;Female
390;long;interview;09.12.2023 15:55;3;3;3;3;3;3;3;1;greedfirst;sc3sc1sc4sc2random2;SC13SC05SC06SC08;Large;NA;NA;6;6;6;6;NA;NA;6;6;NA;NA;6;6;NA;NA;NA;NA;6;6;10;6;13;9;5;3;6;4;NA;4;60;NA;09.12.2023 15:56;1;0;11;11;0;0;2,37;30;Male
337;long;interview;09.12.2023 15:48;1;1;4;2;1;1;1;1;greedlast;sc1sc3sc4sc2random2;SC07SC05SC12SC08;Large;NA;NA;1;4;NA;NA;1;3;3;6;NA;NA;1;5;NA;NA;1;3;NA;NA;2;2;NA;9;5;2;3;2;8;6;39;NA;09.12.2023 15:49;1;0;11;11;0;0;2,83;34;Male
208;long;interview;09.12.2023 15:26;2;1;1;1;1;1;1;1;greedlast;sc1sc4sc3sc2random2;SC07SC09SC12SC04;Large;6;6;NA;NA;NA;NA;9;9;NA;NA;3;6;3;3;NA;NA;3;6;NA;NA;4;4;NA;19;25;24;25;15;23;12;151;NA;09.12.2023 15:29;1;0;11;11;0;0;1,28;47;Male
282;long;interview;09.12.2023 15:41;2;1;3;1;1;1;1;1;greedfirst;sc2sc3sc4sc1random2;SC09SC05SC06SC12;Small;NA;NA;6;5;3;2;NA;NA;NA;NA;6;5;NA;NA;1;1;1;1;NA;NA;9;10;19;19;17;11;17;14;NA;8;124;NA;09.12.2023 15:43;1;0;11;11;0;0;1,38;67;Female
558;long;interview;09.12.2023 16:14;2;2;2;2;2;2;3;1;greedfirst;sc1sc2sc4sc3random2;SC13SC09SC06SC04;Large;3;5;NA;NA;2;4;NA;NA;NA;NA;7;7;3;5;NA;NA;NA;NA;6;5;4;4;41;34;29;31;26;28;NA;3;200;NA;09.12.2023 16:18;1;0;11;11;0;0;1,27;50;Male
